State,City,Locality,Property_Type,BHK,Size_in_SqFt,Price_in_Lakhs,Year_Built,Nearby_Schools,Nearby_Hospitals,Furnished_Status,Parking_Space,Floor,Total_Floors,Facing,Owner_Type,Availability_Status,Security,Amenities,Public_Transport_Accessibility,Price_per_SqFt,Age_of_Property,Future_Price_5Y,Good_Investment
Tamil Nadu,Mumbai,Bandra,Penthouse,3,879,90.28473999147201,2022,2,2,Semi-Furnished,1,19,22,North,Third+,Ready to move,Yes,Luxury,Average,10271.301477983165,3,132.65790337605767,1
Telangana,Ahmedabad,Connaught Place,Apartment,3,1401,216.95146470746704,2004,2,5,Furnished,1,15,6,West,Second,Ready to move,Yes,"Gym, Pool, Park",Good,15485.472141860602,21,318.77287839756576,1
Maharashtra,Hyderabad,Connaught Place,Apartment,3,1111,56.08668080673244,2000,5,3,Unfurnished,1,20,19,East,Second,Ready to move,Yes,Basic,Excellent,5048.306103216241,25,82.40973484385168,1
Maharashtra,Ahmedabad,Bandra,Villa,3,2370,380.0106513861347,1996,2,5,Semi-Furnished,2,15,20,South,First,Under Construction,Yes,"Gym, Pool",Excellent,16034.204699836908,29,558.3603195647048,0
Delhi,Hyderabad,Connaught Place,Independent House,5,3162,398.10597790213035,1997,8,4,Unfurnished,1,11,20,East,Third+,Under Construction,Yes,Basic,Good,12590.321881787802,28,584.9482908735207,1
Gujarat,Pune,Bandra,Independent House,2,1821,295.64801100843107,2022,4,2,Unfurnished,0,19,6,West,First,Under Construction,Yes,"Gym, Pool, Park",Poor,16235.475618255412,3,434.40392342476343,0
Tamil Nadu,Bangalore,Bandra,Penthouse,1,2217,63.058340980144564,2009,5,1,Unfurnished,1,19,14,West,Second,Under Construction,No,Luxury,Average,2844.3094713642113,16,92.65339087855448,0
Gujarat,Chennai,Whitefield,Penthouse,5,1214,447.23992138244387,2004,5,3,Furnished,2,12,24,South,First,Ready to move,Yes,Basic,Poor,36840.191217664236,21,657.1421735530497,0
Delhi,Ahmedabad,Whitefield,Independent House,3,455,483.50519777989496,2011,7,6,Unfurnished,0,0,28,South,Third+,Ready to move,Yes,Luxury,Average,106264.87863294396,14,710.427762376737,1
Maharashtra,Chennai,Bandra,Villa,2,2054,117.1345089544589,2001,9,0,Furnished,3,17,13,East,First,Ready to move,Yes,Luxury,Good,5702.75116623461,24,172.10902276896752,1
Gujarat,Ahmedabad,Koramangala,Villa,5,531,358.22711333154547,2019,2,5,Semi-Furnished,0,1,13,South,Second,Ready to move,Yes,"Gym, Pool",Poor,67462.73320744735,6,526.3531554890556,0
Gujarat,Pune,T Nagar,Independent House,2,630,424.13054270839314,1996,8,4,Unfurnished,2,1,9,South,Third+,Ready to move,Yes,"Gym, Pool",Good,67322.3083664116,29,623.1869146298637,1
Maharashtra,Bangalore,Koramangala,Apartment,2,794,279.1248908204971,2001,6,3,Semi-Furnished,0,0,9,West,Third+,Ready to move,Yes,Luxury,Good,35154.268365301905,24,410.12603901629114,1
Tamil Nadu,Mumbai,Bandra,Independent House,3,1381,175.19508777283946,2009,5,2,Unfurnished,1,9,21,South,Third+,Ready to move,Yes,"Gym, Pool, Park",Average,12686.103386881929,16,257.4190613820735,1
Maharashtra,Mumbai,T Nagar,Apartment,2,3410,249.70818323856926,1997,0,6,Semi-Furnished,2,23,24,West,Third+,Ready to move,Yes,"Gym, Pool",Average,7322.820622831943,28,366.9032446391491,1
Gujarat,Mumbai,Whitefield,Independent House,3,1332,265.88900037653696,1999,3,6,Furnished,3,0,29,North,Third+,Under Construction,Yes,Basic,Average,19961.636664905178,26,390.67817356553167,0
Tamil Nadu,Ahmedabad,T Nagar,Apartment,2,1929,212.3057812102534,2016,4,3,Semi-Furnished,1,13,8,North,First,Ready to move,Yes,"Gym, Pool",Good,11006.002136353209,9,311.9468451991833,1
Tamil Nadu,Ahmedabad,Bandra,Villa,1,1809,466.32439694417894,2002,1,1,Semi-Furnished,2,7,10,North,Third+,Ready to move,No,Luxury,Poor,25778.020837157488,23,685.1835293269105,0
Maharashtra,Chennai,Whitefield,Independent House,3,3355,377.063893252401,1998,0,1,Unfurnished,2,0,20,West,Second,Ready to move,Yes,"Gym, Pool",Average,11238.864180399432,27,554.0305651032711,1
Gujarat,Bangalore,T Nagar,Penthouse,3,932,135.8247882823827,2012,1,1,Unfurnished,3,13,4,North,Third+,Ready to move,Yes,"Gym, Pool, Park",Average,14573.47513759471,13,199.57117494872065,0
Delhi,Ahmedabad,T Nagar,Apartment,1,1364,301.0674499135369,2013,7,4,Unfurnished,3,9,3,East,Second,Under Construction,Yes,"Gym, Pool",Excellent,22072.393688675726,12,442.36685716853765,0
Gujarat,Bangalore,Koramangala,Villa,5,2895,350.57079244696035,2002,9,7,Unfurnished,2,18,13,West,Second,Ready to move,Yes,"Gym, Pool, Park",Good,12109.52650939414,23,515.1035082483444,1
Karnataka,Chennai,T Nagar,Penthouse,3,2573,87.27508241702253,2017,5,6,Furnished,3,24,21,East,Second,Ready to move,Yes,Basic,Excellent,3391.958119588905,8,128.23572900036527,1
Telangana,Ahmedabad,Bandra,Villa,2,954,192.04435634247142,2000,9,3,Semi-Furnished,3,7,8,West,Second,Ready to move,Yes,"Gym, Pool",Average,20130.43567531147,25,282.1761647649775,1
Delhi,Mumbai,Andheri,Apartment,2,3141,454.66317516987965,1999,1,7,Semi-Furnished,1,1,24,East,Second,Ready to move,Yes,Basic,Excellent,14475.10904711492,26,668.049368764141,1
Tamil Nadu,Mumbai,Andheri,Independent House,4,2936,292.24308808889674,2021,8,3,Furnished,2,3,9,North,First,Ready to move,No,Luxury,Poor,9953.783654253977,4,429.4009745797518,1
Delhi,Pune,Andheri,Villa,3,3059,124.1589181089521,1999,7,6,Semi-Furnished,0,23,14,East,Second,Ready to move,No,Basic,Poor,4058.807391596996,26,182.43018436259533,1
Tamil Nadu,Hyderabad,Bandra,Independent House,2,3338,78.93670309719238,2011,3,2,Unfurnished,1,11,1,North,Second,Under Construction,Yes,"Gym, Pool",Excellent,2364.7903863748465,14,115.98391415073033,1
Tamil Nadu,Delhi,Andheri,Independent House,1,2893,268.7489088679413,2000,9,0,Unfurnished,2,8,14,West,Second,Ready to move,Yes,"Gym, Pool",Poor,9289.626991632951,25,394.8803174090308,1
Delhi,Hyderabad,Koramangala,Villa,2,1893,282.8891470539892,2007,6,7,Unfurnished,2,22,12,North,First,Ready to move,Yes,"Gym, Pool, Park",Good,14943.959168198055,18,415.6569663884305,1
Tamil Nadu,Ahmedabad,Bandra,Villa,2,2955,180.51893665021393,2003,2,1,Semi-Furnished,1,0,4,South,Third+,Under Construction,Yes,"Gym, Pool",Excellent,6108.931866335497,22,265.24154201424,1
Tamil Nadu,Bangalore,Whitefield,Villa,3,2904,322.5996936411769,2018,5,0,Furnished,3,7,22,South,Second,Ready to move,Yes,Luxury,Good,11108.804877450995,7,474.0047874340598,1
Karnataka,Ahmedabad,Bandra,Independent House,4,3433,52.96864938530659,2006,2,6,Furnished,0,16,21,North,First,Ready to move,No,"Gym, Pool, Park",Poor,1542.9259943287677,19,77.82832373200607,1
Gujarat,Bangalore,Bandra,Penthouse,2,784,89.66705276774749,2004,9,6,Semi-Furnished,0,15,4,South,First,Ready to move,Yes,"Gym, Pool",Excellent,11437.124077518813,21,131.75031819555858,1
Gujarat,Bangalore,T Nagar,Apartment,4,1111,282.21143408540445,1995,2,0,Furnished,2,14,13,South,First,Ready to move,No,"Gym, Pool",Excellent,25401.569224608862,30,414.66118369567744,0
Telangana,Hyderabad,T Nagar,Penthouse,4,3376,49.671533045337895,2005,8,1,Furnished,2,8,16,South,Third+,Under Construction,Yes,"Gym, Pool",Average,1471.313182622568,20,72.983778121214,0
Telangana,Delhi,T Nagar,Independent House,4,1871,442.83620719572826,2023,5,7,Unfurnished,0,7,11,South,First,Under Construction,Yes,"Gym, Pool",Good,23668.423687639137,2,650.671672656306,0
Karnataka,Pune,Connaught Place,Villa,5,2899,88.23025781912806,2000,7,7,Semi-Furnished,2,19,3,East,Second,Ready to move,Yes,Luxury,Average,3043.4721565756486,25,129.63919503694763,1
Telangana,Hyderabad,Koramangala,Villa,4,1053,343.4815395605775,1997,3,1,Furnished,0,13,2,South,Second,Under Construction,Yes,"Gym, Pool",Average,32619.329492932335,28,504.68706993884666,0
Delhi,Delhi,Bandra,Apartment,3,1542,207.77765202292412,2000,3,7,Semi-Furnished,3,11,25,West,Second,Ready to move,Yes,"Gym, Pool, Park",Poor,13474.555902913367,25,305.29353784886285,1
Maharashtra,Mumbai,Bandra,Apartment,2,1516,211.89811882027925,2003,7,2,Unfurnished,0,14,26,North,Third+,Ready to move,No,"Gym, Pool",Good,13977.448470994674,22,311.3478554037389,1
Maharashtra,Mumbai,T Nagar,Penthouse,2,2968,387.146973733349,2016,6,4,Unfurnished,0,3,3,West,First,Under Construction,Yes,"Gym, Pool, Park",Good,13044.035503145182,9,568.8459183545621,1
Maharashtra,Bangalore,Bandra,Penthouse,4,2008,259.7418244029987,2002,4,1,Furnished,0,3,20,South,Second,Ready to move,Yes,"Gym, Pool, Park",Poor,12935.349820866468,23,381.64595531458156,1
Karnataka,Chennai,Whitefield,Apartment,2,937,368.31462254905585,2009,1,0,Semi-Furnished,2,21,17,West,Second,Under Construction,Yes,"Gym, Pool",Poor,39307.85726243926,16,541.1750160073224,0
Karnataka,Ahmedabad,Bandra,Independent House,2,1856,262.4917898013292,2016,5,7,Semi-Furnished,3,1,1,South,Second,Ready to move,Yes,Luxury,Good,14142.876605675066,9,385.68655668457706,1
Tamil Nadu,Ahmedabad,Andheri,Penthouse,1,2297,304.59456387452644,2000,0,7,Unfurnished,1,3,26,East,Third+,Ready to move,Yes,"Gym, Pool",Poor,13260.538261842683,25,447.54934474149286,1
Maharashtra,Bangalore,Whitefield,Villa,4,2592,385.1430213774388,2017,6,6,Unfurnished,1,19,25,East,Second,Under Construction,Yes,"Gym, Pool",Good,14858.912861783905,8,565.9014548934537,0
Delhi,Chennai,Whitefield,Villa,3,1491,311.50819660221214,2005,8,2,Unfurnished,0,23,11,East,First,Under Construction,Yes,"Gym, Pool, Park",Poor,20892.568517921674,20,457.7077394209648,0
Telangana,Delhi,Bandra,Independent House,2,1099,315.49525250661856,2023,4,7,Furnished,2,17,16,South,First,Under Construction,No,Basic,Average,28707.484304514885,2,463.5660326050804,0
Delhi,Mumbai,Connaught Place,Apartment,2,2301,398.82540388524535,2004,4,3,Semi-Furnished,1,14,20,North,Third+,Ready to move,Yes,Basic,Poor,17332.698995447427,21,586.0053636696911,1
Telangana,Ahmedabad,T Nagar,Penthouse,3,2578,475.56167159329914,2005,6,6,Furnished,1,7,10,East,Third+,Ready to move,Yes,Luxury,Excellent,18446.92287018228,20,698.7561163219757,1
Maharashtra,Hyderabad,Koramangala,Villa,1,1132,200.82375388896165,1998,4,2,Semi-Furnished,0,9,20,South,Third+,Under Construction,Yes,"Gym, Pool, Park",Poor,17740.614301145022,27,295.0759800774247,0
Maharashtra,Chennai,Koramangala,Apartment,3,1704,297.0162354684566,2023,9,1,Unfurnished,0,1,6,South,First,Under Construction,Yes,Luxury,Excellent,17430.53025049628,2,436.4142940392435,0
Maharashtra,Delhi,Andheri,Penthouse,2,2212,61.41111571210189,2007,3,6,Furnished,2,24,2,West,Third+,Ready to move,Yes,"Gym, Pool",Good,2776.2710538924903,18,90.23307654340496,1
Karnataka,Mumbai,Koramangala,Independent House,5,2075,192.22586267305613,2002,0,5,Furnished,1,8,22,South,Third+,Under Construction,Yes,"Gym, Pool",Average,9263.896996291862,23,282.44285711262256,0
Telangana,Hyderabad,Koramangala,Villa,3,912,217.78362842690527,2014,5,1,Furnished,0,15,29,West,First,Under Construction,Yes,Luxury,Poor,23879.783818739612,11,319.99559991503065,0
Karnataka,Chennai,T Nagar,Independent House,3,3087,420.9139120755445,2009,8,4,Unfurnished,3,21,7,East,Second,Ready to move,Yes,"Gym, Pool, Park",Good,13635.047362343523,16,618.4606289283244,1
Karnataka,Bangalore,T Nagar,Independent House,3,400,266.4283530203249,2001,3,2,Furnished,3,11,17,West,Third+,Ready to move,Yes,"Gym, Pool",Excellent,66607.08825508122,24,391.47065954834557,1
Gujarat,Bangalore,Connaught Place,Independent House,2,2365,370.91185918325976,1995,9,1,Furnished,3,4,8,South,Second,Ready to move,Yes,"Gym, Pool, Park",Average,15683.376709651575,30,544.9912087160517,0
Delhi,Bangalore,Andheri,Penthouse,2,831,29.123552012322254,2022,3,0,Unfurnished,0,6,13,West,Second,Ready to move,Yes,"Gym, Pool",Good,3504.639231326384,3,42.79205266785024,1
Delhi,Ahmedabad,Koramangala,Independent House,3,2838,242.9564814215915,2019,4,0,Semi-Furnished,2,14,22,East,Second,Ready to move,Yes,"Gym, Pool",Good,8560.8344405071,6,356.9827795932821,1
Tamil Nadu,Delhi,Connaught Place,Penthouse,4,1689,452.63247927852046,2020,5,2,Furnished,3,12,25,South,Second,Under Construction,Yes,Luxury,Good,26798.844243843723,5,665.0656102755246,0
Karnataka,Bangalore,Andheri,Penthouse,2,798,127.67067646677685,2003,2,6,Unfurnished,3,7,29,North,Third+,Ready to move,Yes,Luxury,Good,15998.83163744071,22,187.59010951668432,1
Telangana,Ahmedabad,Whitefield,Independent House,3,1207,35.1306489474142,2017,8,4,Furnished,3,23,4,North,Third+,Ready to move,Yes,"Gym, Pool, Park",Poor,2910.575720581127,8,51.61844885464007,1
Gujarat,Pune,Koramangala,Independent House,5,1679,228.03619218246868,2002,0,5,Furnished,0,18,11,South,Third+,Ready to move,No,Basic,Good,13581.667193714633,23,335.05997970026203,1
Gujarat,Ahmedabad,Koramangala,Apartment,4,2842,358.12727391084576,1996,5,2,Semi-Furnished,0,18,2,East,First,Ready to move,Yes,Basic,Good,12601.241165054389,29,526.20645862505,1
Delhi,Mumbai,T Nagar,Villa,3,1351,238.14248328390536,2020,5,4,Unfurnished,0,4,25,South,First,Under Construction,Yes,Basic,Poor,17627.12681598115,5,349.909436967917,0
Karnataka,Ahmedabad,Bandra,Apartment,3,2621,240.7895904854076,2008,7,0,Semi-Furnished,3,20,8,North,Second,Ready to move,Yes,"Gym, Pool",Excellent,9186.935920847294,17,353.79890590138365,1
Tamil Nadu,Delhi,Andheri,Villa,4,1468,341.50641979439337,2006,4,1,Semi-Furnished,0,17,18,South,First,Ready to move,Yes,Basic,Average,23263.38009498592,19,501.7849710113496,0
Karnataka,Hyderabad,Koramangala,Villa,5,1254,142.10662797586352,2020,8,3,Unfurnished,0,20,8,West,Second,Ready to move,Yes,Luxury,Average,11332.266983721174,5,208.8012583843087,1
Maharashtra,Ahmedabad,Andheri,Apartment,5,2986,380.9070999881492,2017,8,1,Semi-Furnished,2,16,11,West,Second,Under Construction,Yes,Basic,Poor,12756.433355262867,8,559.6774966650528,0
Karnataka,Bangalore,Connaught Place,Apartment,3,1144,93.49449483475205,2011,1,0,Furnished,0,6,24,East,Third+,Under Construction,Yes,Basic,Poor,8172.595702338465,14,137.37408628693382,1
Maharashtra,Mumbai,Connaught Place,Villa,2,3168,209.9602905372741,2013,4,5,Unfurnished,1,13,5,East,Third+,Under Construction,Yes,Basic,Excellent,6627.534423525067,12,308.5005498995023,1
Maharashtra,Chennai,Bandra,Villa,1,2497,334.88389206604063,2000,6,6,Unfurnished,0,14,7,East,First,Ready to move,Yes,Basic,Average,13411.449421947964,25,492.05430508069446,0
Tamil Nadu,Bangalore,Koramangala,Villa,2,642,417.6171234704949,2015,1,0,Furnished,0,22,23,East,Third+,Under Construction,Yes,Basic,Poor,65049.396179204814,10,613.6165648676506,0
Telangana,Mumbai,T Nagar,Penthouse,4,1563,399.93491415922654,1999,6,1,Furnished,1,16,4,West,First,Ready to move,No,"Gym, Pool, Park",Good,25587.646459323518,26,587.6355982667496,0
Delhi,Pune,Koramangala,Villa,4,3044,366.40908766769496,2019,8,1,Furnished,1,2,22,North,Third+,Ready to move,Yes,Luxury,Poor,12037.092236126642,6,538.375160104817,1
Karnataka,Chennai,Andheri,Independent House,3,2019,192.3662640974677,2000,7,5,Semi-Furnished,0,23,10,East,Third+,Ready to move,No,Basic,Average,9527.799113297062,25,282.64915286753325,1
Maharashtra,Pune,Whitefield,Independent House,3,675,78.70607182098745,1997,9,5,Semi-Furnished,2,12,6,East,First,Ready to move,Yes,"Gym, Pool",Excellent,11660.158788294437,28,115.64504114121421,1
Karnataka,Hyderabad,Connaught Place,Independent House,2,407,124.08042449263549,2010,8,0,Semi-Furnished,3,10,13,North,Second,Ready to move,Yes,"Gym, Pool, Park",Excellent,30486.590784431322,15,182.3148514882918,1
Telangana,Mumbai,Andheri,Apartment,2,1114,435.1202309967128,2012,3,1,Semi-Furnished,1,24,16,East,First,Ready to move,No,"Gym, Pool",Good,39059.26669629379,13,639.334372187172,1
Delhi,Pune,Bandra,Apartment,3,2358,431.51905766367656,2008,7,6,Semi-Furnished,2,2,22,North,Third+,Ready to move,Yes,Luxury,Good,18300.214489553713,17,634.0430670995185,1
Telangana,Hyderabad,Connaught Place,Apartment,2,2480,476.7492092187276,2019,8,3,Semi-Furnished,0,5,25,East,Second,Under Construction,Yes,Basic,Average,19223.758436239015,6,700.5009986972741,0
Delhi,Mumbai,T Nagar,Villa,2,1209,56.474552909859966,2009,9,7,Unfurnished,0,5,2,East,Third+,Ready to move,Yes,Luxury,Good,4671.178900732834,16,82.97964621518442,1
Gujarat,Mumbai,Connaught Place,Independent House,3,1872,277.6683609331789,2020,1,3,Unfurnished,1,21,26,East,Third+,Under Construction,Yes,Basic,Average,14832.71158831084,5,407.9859187581562,0
Delhi,Pune,Whitefield,Villa,2,1327,331.3678615540321,1998,9,2,Unfurnished,1,20,24,West,Third+,Ready to move,No,Basic,Average,24971.202829994883,27,486.88810273051485,1
Tamil Nadu,Mumbai,Koramangala,Penthouse,5,1261,361.11554099209116,2005,2,3,Unfurnished,2,5,15,West,Second,Ready to move,Yes,"Gym, Pool",Poor,28637.23560603419,20,530.597203348501,0
Telangana,Bangalore,Whitefield,Penthouse,2,436,329.0543528050065,1999,0,0,Unfurnished,0,5,8,West,Third+,Ready to move,No,Luxury,Good,75471.18183601067,26,483.48879936964903,1
Maharashtra,Mumbai,Whitefield,Apartment,4,2481,389.6054671530954,2003,0,0,Unfurnished,1,5,17,East,First,Ready to move,Yes,Basic,Poor,15703.565786098161,22,572.4582517628235,0
Gujarat,Delhi,Koramangala,Penthouse,2,854,192.54635661888395,1999,9,2,Semi-Furnished,1,23,27,West,First,Under Construction,Yes,Luxury,Poor,22546.411782070718,26,282.9137678656718,0
Tamil Nadu,Hyderabad,Connaught Place,Independent House,2,843,106.12773062503143,2001,5,6,Unfurnished,3,13,29,West,First,Under Construction,Yes,Basic,Average,12589.291889090326,24,155.93645433442595,1
Karnataka,Mumbai,Bandra,Penthouse,3,611,118.2000186322105,2012,0,4,Furnished,1,10,14,West,Second,Ready to move,Yes,Luxury,Average,19345.3385650099,13,173.6746060545901,0
Telangana,Delhi,Koramangala,Apartment,3,3149,25.749770945678883,2012,4,6,Unfurnished,2,15,18,South,First,Ready to move,Yes,Luxury,Average,817.7126372079671,13,37.834861421654885,1
Maharashtra,Mumbai,Koramangala,Villa,3,3055,188.15449861098674,2014,5,2,Furnished,0,21,29,West,Third+,Ready to move,Yes,Basic,Average,6158.9033915216605,11,276.4606875853495,1
Delhi,Mumbai,T Nagar,Penthouse,2,2129,64.03714442238909,2018,8,4,Furnished,1,18,14,South,Second,Ready to move,Yes,Luxury,Poor,3007.8508418219394,7,94.09157425791284,1
Maharashtra,Pune,Connaught Place,Independent House,1,1381,174.31457253929162,1996,5,4,Unfurnished,3,6,4,West,Third+,Under Construction,No,Basic,Excellent,12622.344137530166,29,256.12529562737154,1
Karnataka,Bangalore,Koramangala,Independent House,3,2808,321.54083703979893,2020,3,1,Semi-Furnished,1,5,21,East,Third+,Ready to move,No,Basic,Excellent,11450.88450996435,5,472.44897970035015,1
Gujarat,Hyderabad,Bandra,Independent House,1,2751,449.34946668167356,2017,0,5,Semi-Furnished,1,10,21,East,Third+,Ready to move,Yes,Basic,Excellent,16334.04095534982,8,660.2417876904893,0
Gujarat,Bangalore,Andheri,Villa,2,695,423.0106164754479,2007,5,3,Furnished,0,24,22,East,First,Ready to move,Yes,"Gym, Pool, Park",Average,60864.83690294214,18,621.5413755718524,1
Telangana,Chennai,Connaught Place,Independent House,3,551,141.2836217396369,2007,6,6,Semi-Furnished,3,3,23,South,First,Ready to move,No,Basic,Good,25641.310660551164,18,207.59199221403946,1
Gujarat,Pune,T Nagar,Apartment,1,2369,84.35990825506254,2011,4,4,Furnished,2,0,1,East,Second,Under Construction,Yes,Luxury,Excellent,3560.9923282001914,14,123.95238175543552,1
Telangana,Pune,Whitefield,Apartment,1,1619,112.67469142243102,2019,5,7,Semi-Furnished,2,21,23,North,Second,Ready to move,Yes,"Gym, Pool, Park",Poor,6959.523867969798,6,165.5560876517541,1
Telangana,Bangalore,Koramangala,Independent House,1,999,486.0735929137313,2020,9,1,Semi-Furnished,0,8,6,West,First,Ready to move,Yes,Basic,Poor,48656.015306679816,5,714.2015774591993,0
Telangana,Ahmedabad,Bandra,Penthouse,5,1722,283.74775024903556,2016,7,2,Semi-Furnished,2,12,5,South,First,Under Construction,Yes,Luxury,Average,16477.80198891031,9,416.9185361697423,0
Delhi,Pune,Connaught Place,Independent House,2,1952,107.60106704027592,2021,0,7,Semi-Furnished,2,7,15,South,Third+,Ready to move,Yes,Luxury,Poor,5512.349745915774,4,158.10126889591655,1
Tamil Nadu,Bangalore,Bandra,Apartment,4,1911,423.55815424967125,2011,7,2,Unfurnished,1,1,16,South,First,Ready to move,Yes,Luxury,Poor,22164.21529302309,14,622.3458881966275,0
Telangana,Pune,Bandra,Apartment,2,2658,209.69179727002637,2020,1,7,Unfurnished,2,15,22,East,Third+,Ready to move,Yes,"Gym, Pool, Park",Excellent,7889.081913845987,5,308.10604520350347,1
Telangana,Mumbai,Whitefield,Apartment,3,631,451.6266329478691,2000,1,6,Unfurnished,3,18,27,North,First,Under Construction,Yes,"Gym, Pool",Excellent,71573.15894577956,25,663.5876920209523,0
Tamil Nadu,Bangalore,T Nagar,Penthouse,2,3317,145.12502088055354,2008,7,6,Furnished,1,7,8,South,Third+,Under Construction,Yes,"Gym, Pool",Poor,4375.189052775205,17,213.23626782598365,1
Maharashtra,Bangalore,Connaught Place,Penthouse,2,3142,208.74644422603336,2015,1,4,Unfurnished,2,11,29,West,First,Under Construction,Yes,"Gym, Pool, Park",Excellent,6643.744246531934,10,306.71701143347616,1
Telangana,Delhi,Koramangala,Penthouse,4,766,262.3749261392406,2008,7,6,Unfurnished,3,10,28,West,First,Ready to move,Yes,Basic,Poor,34252.60132366065,17,385.51484562471256,0
Delhi,Pune,T Nagar,Apartment,4,880,448.4553603627352,2006,4,1,Unfurnished,1,8,6,North,Second,Ready to move,Yes,"Gym, Pool",Poor,50960.83640485627,19,658.9280521724289,0
Gujarat,Pune,Koramangala,Villa,3,971,437.0035671704268,1999,8,0,Semi-Furnished,3,23,5,West,Second,Ready to move,Yes,"Gym, Pool",Excellent,45005.516701382774,26,642.101610905263,1
Gujarat,Bangalore,Andheri,Independent House,4,1602,295.6904337458614,1999,8,6,Semi-Furnished,0,9,6,North,Third+,Under Construction,Yes,Luxury,Average,18457.580133948904,26,434.4662563439645,0
Karnataka,Mumbai,Bandra,Independent House,2,1907,126.45224469482753,1998,7,5,Semi-Furnished,0,0,25,West,Second,Ready to move,No,Luxury,Excellent,6630.951478491218,27,185.799833504494,1
Karnataka,Mumbai,Andheri,Apartment,2,2012,213.61134643418006,2017,8,5,Semi-Furnished,2,18,28,North,Second,Ready to move,Yes,Basic,Average,10616.866124959248,8,313.86514883879244,1
Gujarat,Hyderabad,Bandra,Penthouse,2,1970,488.3038713754426,2023,6,3,Semi-Furnished,3,23,1,East,First,Under Construction,Yes,"Gym, Pool",Good,24786.99854697678,2,717.4785882220739,1
Gujarat,Mumbai,Whitefield,Villa,4,1329,311.731147461153,2019,7,4,Unfurnished,1,16,14,West,Third+,Ready to move,Yes,Luxury,Poor,23456.068281501353,6,458.03532737775333,0
Delhi,Pune,T Nagar,Villa,2,1439,394.9269224596144,2007,5,0,Unfurnished,3,22,19,West,Second,Ready to move,No,"Gym, Pool, Park",Good,27444.539434302595,18,580.2772154541282,1
Tamil Nadu,Ahmedabad,Koramangala,Penthouse,4,2913,235.93505377348146,1998,8,7,Semi-Furnished,3,3,19,West,Second,Under Construction,Yes,Basic,Poor,8099.383926312444,27,346.66599881069425,0
Karnataka,Delhi,Whitefield,Independent House,2,1825,275.36349222406704,2012,1,3,Semi-Furnished,0,11,25,East,First,Under Construction,Yes,Luxury,Excellent,15088.410532825592,13,404.59931045052036,0
Tamil Nadu,Bangalore,Koramangala,Independent House,3,2741,225.89797387162116,2010,2,7,Unfurnished,0,22,15,East,First,Ready to move,Yes,Luxury,Good,8241.443774958816,15,331.9182355018059,1
Delhi,Chennai,T Nagar,Villa,2,570,357.4020790697446,2012,1,0,Unfurnished,2,19,19,South,First,Ready to move,Yes,Luxury,Good,62702.11913504292,13,525.1409094838696,1
Gujarat,Delhi,Connaught Place,Villa,2,1455,428.70608666570115,1996,5,5,Semi-Furnished,3,7,6,South,Third+,Ready to move,Yes,"Gym, Pool, Park",Poor,29464.33585331279,29,629.909889832969,1
Telangana,Ahmedabad,Andheri,Penthouse,3,2710,263.5345007477905,2017,2,1,Furnished,3,21,25,North,First,Ready to move,Yes,"Gym, Pool, Park",Poor,9724.520322796698,8,387.2186411541993,1
Tamil Nadu,Chennai,Andheri,Independent House,3,1638,250.81638014538834,1998,0,6,Semi-Furnished,1,15,26,South,Third+,Ready to move,Yes,Luxury,Average,15312.355320231278,27,368.53154946896126,0
Gujarat,Delhi,Koramangala,Villa,4,2406,183.33750420723052,2014,3,4,Unfurnished,1,23,5,West,First,Under Construction,Yes,Basic,Average,7620.012643692041,11,269.38294246212206,0
Gujarat,Mumbai,Koramangala,Independent House,3,3005,105.00641326116023,2011,4,0,Furnished,0,0,26,East,Second,Ready to move,Yes,Luxury,Excellent,3494.3897923847,14,154.28887124868663,1
Maharashtra,Pune,Koramangala,Villa,3,588,470.83890698005223,2014,3,7,Semi-Furnished,3,8,16,East,Third+,Under Construction,Yes,"Gym, Pool",Good,80074.64404422657,11,691.8168256756145,1
Tamil Nadu,Ahmedabad,T Nagar,Penthouse,4,1185,171.7182649661624,2000,5,0,Unfurnished,2,10,27,East,First,Under Construction,Yes,Luxury,Good,14490.992824148727,25,252.31046801416431,0
Telangana,Chennai,Connaught Place,Independent House,3,982,404.331902515657,2012,2,0,Unfurnished,0,11,9,East,First,Ready to move,Yes,"Gym, Pool, Park",Average,41174.328158417215,13,594.0962167122157,0
Tamil Nadu,Ahmedabad,Andheri,Villa,3,3449,363.3665702179876,2014,9,5,Unfurnished,3,8,25,North,Second,Ready to move,Yes,"Gym, Pool",Excellent,10535.418098520951,11,533.9047037918081,1
Gujarat,Delhi,Whitefield,Villa,2,2231,399.64044813350193,2021,5,4,Semi-Furnished,0,5,15,South,Second,Ready to move,Yes,"Gym, Pool, Park",Good,17913.063564926128,4,587.2029310674887,1
Telangana,Pune,Bandra,Villa,2,999,469.6487040186092,2001,9,1,Semi-Furnished,2,8,22,East,Second,Under Construction,Yes,Basic,Poor,47011.88228414506,24,690.0680270472757,0
Delhi,Ahmedabad,T Nagar,Villa,3,1245,319.21796490603066,2007,0,1,Furnished,3,5,8,North,First,Under Construction,Yes,Basic,Poor,25639.997181207284,18,469.03591845538807,0
Maharashtra,Chennai,Andheri,Penthouse,4,2429,451.0161648233814,2003,5,0,Unfurnished,2,5,25,West,Second,Ready to move,No,Luxury,Poor,18567.977143819735,22,662.690714065651,0
